Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
싸고;좋,POS,Low,Argument,POS
싸구려;로,NEG,Medium,Intention,POS
싸;늘,NEG,High,Judgment,NEG
싸움;을,NEG,Medium,Judgment,NEG
써;먹,NEG,High,Argument,POS
써;먹지,NEG,High,Argument,POS
썩;이,NEG,Medium,Emotion,NEG
쏠;리,POS,Medium,Judgment,POS
쑥;스럽,POS,Medium,Emotion,COMP
쓰;군,NEG,Medium,Argument,POS
쓰;거나,NEG,High,Judgment,NEG
쓰는;물건,POS,Medium,Judgment,POS
쓰는;사람,NEG,Medium,Judgment,NEG
쓸;때,POS,Low,Argument,POS
쓸;수,NEUT,Medium,Argument,POS
쓰;어,POS,Medium,Argument,POS
쓰;어보,POS,Medium,Argument,POS
쓰러지;지,POS,High,Intention,POS
쓰레기봉투;로,NEG,High,Argument,POS
씁;쓸,NEG,High,Emotion,NEG
씌우었;다,NEG,Medium,Argument,POS
아가;지,NEUT,Low,Argument,POS
아가;지고,NEUT,Low,Argument,POS
아;걸,NEG,High,Emotion,NEG
아;결국,NEG,Medium,Judgment,NEG
아;고통,NEG,Medium,Judgment,NEG
아;관심,POS,Low,Argument,POS
아교;육,NEG,Medium,Argument,POS
아;그래,POS,Medium,Argument,POS
아;나서,POS,Medium,Intention,POS
아;나약,POS,Medium,Argument,POS
아;넘치,POS,High,Judgment,POS
아;다시,POS,Medium,Judgment,POS
아;떨어지,POS,High,Judgment,POS
아;머리,NEG,Low,Argument,POS
아;먹,NEG,Medium,Argument,POS
아버;리,NEG,Medium,Argument,POS
아보;아야,POS,Medium,Intention,POS
아보;이,NEUT,Low,Judgment,NEUT
아산;에,NEG,Medium,Argument,POS
아;살길,POS,Medium,Argument,POS
아;상의,POS,Low,Argument,POS
아스스;로,POS,Medium,Argument,POS
아;쓰,POS,Medium,Judgment,POS
아;약,NEG,Medium,Argument,POS
아언;로,NEG,High,Judgment,NEG
아언로;가,NEG,High,Judgment,NEG
아역;시,POS,Medium,Judgment,POS
아오;던,POS,Medium,Argument,POS
아;우리말,POS,Medium,Argument,POS
아;있,POS,Medium,Argument,POS
아;있는,NEG,Medium,Argument,POS
아;있다,NEUT,Medium,Argument,POS
아주;고,NEG,Medium,Argument,POS
아;준,NEG,Medium,Argument,POS
아주;는,POS,Medium,Argument,POS
아주;니,POS,Medium,Argument,POS
아;줄,NEG,Medium,Argument,POS
아중;국,POS,Low,Argument,POS
아지;고,POS,Medium,Argument,POS
아지;면,POS,Medium,Judgment,POS
아;지었,POS,Medium,Argument,POS
아지;지,POS,High,Judgment,POS
아지;속,NEG,Medium,Argument,POS
아;지속되,NEG,Medium,Argument,POS
아하;는,NEUT,Medium,Judgment,NEUT
아;한,NEG,Medium,Argument,POS
아;훨씬,NEG,High,Judgment,NEG
아끼어;모으,POS,Medium,Judgment,POS
아닌;가,NEG,Medium,Judgment,NEUT
아니;다,NEG,Medium,Argument,POS
아닐;수,NEG,High,Emotion,NEG
아니;라,NONE,None,Others,POS
아니;라니까,NEG,Medium,Argument,POS
아니;면,POS,High,Judgment,POS
아닙니;까,POS,Medium,Argument,POS
아닙니;다,NEG,Low,Argument,POS
아니;지만,POS,Medium,Argument,POS
아들;도,NEG,Medium,Argument,POS
아랑곳;하,POS,Medium,Emotion,POS
아랑곳;하지,POS,Medium,Emotion,POS
아름답;게,POS,High,Judgment,POS
아름답;다는,NEG,Medium,Argument,POS
아름답;은,POS,Medium,Judgment,POS
아름답;지,NEG,Medium,Argument,POS
아마;그때,POS,Medium,Argument,POS
아;무,NEG,High,Argument,POS
아;무것,NEG,High,Argument,POS
아;무도,NEG,Medium,Argument,POS
아무런;응답,NEUT,Low,Argument,NEUT
아무런;제한,NEG,Medium,Judgment,NEG
아버지;공장장,NEG,Medium,Argument,POS
아;서하,POS,Medium,Intention,POS
아쉬움;으로,NEG,Medium,Judgment,NEG
아스팔트;포장,POS,Low,Judgment,POS
아시아;작가,POS,Medium,Judgment,POS
아시아;지역,NEUT,Low,Argument,POS
아야;겠,NEUT,Medium,Argument,POS
아야;겠어,NEUT,Medium,Argument,POS
아야;되,NEG,Low,Argument,POS
아;야하,NONE,None,Others,POS
아야;하겠,POS,Medium,Judgment,POS
아야;할,POS,Medium,Argument,POS
아야;지,NONE,None,Others,POS
아;연하,NEG,High,Emotion,NEG
아연;하게,NEG,High,Emotion,NEG
아예;거부,NEG,High,Agreement,NEG
아;울러,NONE,None,Others,POS
아이;들,POS,Medium,Argument,POS
아이;마음,NEG,Medium,Judgment,NEG
아이러니;를,NEG,Medium,Judgment,NEG
아주;많이,NEG,Medium,Judgment,NEG
아주;반응,POS,Medium,Argument,POS
아주;비슷,POS,Medium,Judgment,POS
아주;비슷하,POS,Medium,Judgment,POS
아주;자유,POS,High,Judgment,POS
아주;자유롭,POS,High,Judgment,POS
아직까지;는,NONE,None,Others,POS
아직;도,NONE,None,Others,POS
아직;멀,NEG,Medium,Judgment,NEG
아직;자리,NEG,Medium,Argument,POS
아직;확실히,NEG,Medium,Judgment,NEG
아침공기;가,POS,Medium,Argument,POS
아파트;숲,NEG,Medium,Judgment,NEG
아프;고,NEUT,Medium,Argument,POS
아프;고귀,NEUT,Medium,Argument,POS
아픈;몸,NEG,Medium,Emotion,NEG
아프;아,NEG,Medium,Argument,POS
아픔;을,POS,Medium,Judgment,POS
아픔;이,POS,Medium,Judgment,POS
아픔;이다,POS,Medium,Judgment,POS
악기;를,NEG,Medium,Judgment,NEG
악수;를,POS,Medium,Emotion,POS
악절;의,POS,High,Judgment,POS
악화;하,NEG,High,Judgment,NEG
안된;다,NEG,High,Argument,POS
안되;리란,POS,High,Argument,POS
안되;면,POS,High,Judgment,POS
안;들이,NEG,Medium,Judgment,NEG
안;쓰,POS,Medium,Judgment,POS
안;쓰는,POS,Medium,Judgment,POS
안;하,NEG,Medium,Intention,POS
안;에서,NEUT,Low,Argument,POS
안;하겠,NEG,Low,Argument,POS
안개;와,NEUT,Medium,Judgment,NEUT
안방;요리,POS,Medium,Judgment,POS
안보;태세,POS,Medium,Judgment,POS
안;스럽,NEG,Low,Emotion,NEG
안전;불감증,NEG,Medium,Judgment,NEG
안전;사고,NEG,Medium,Judgment,NEG
안타까워;하,NEG,High,Emotion,NEG
않겠;다고,NEG,Low,Argument,POS
않겠;지요,NEG,Medium,Argument,POS
않고;최고,NEG,Medium,Judgment,NEG
않는;호전,NEG,Medium,Judgment,NEG
않는;다,POS,Low,Argument,POS
않;습니다,POS,High,Intention,POS
않아;요,NEG,Medium,Argument,POS
않았;는데,POS,Medium,Argument,POS
않았;던가,NONE,None,Others,POS
않으;면,POS,Medium,Argument,POS
않은;논란,NEG,Medium,Judgment,NEG
않은;부담,NEG,Medium,Judgment,NEG
않은;일,NEG,High,Judgment,NEG
않;을,NEUT,High,Judgment,POS
않;을까,COMP,Medium,Judgment,POS
않;을까요,NONE,None,Others,POS
알;게,POS,Medium,Argument,POS
알;고,NEUT,Low,Agreement,POS
알;기,POS,Medium,Judgment,POS
알;시,NEG,Medium,Argument,POS
알;지,NEG,Medium,Judgment,NEG
알뜰;바람,POS,Medium,Judgment,POS
알뜰히;살,NEG,Medium,Argument,POS
알리어;지,POS,Medium,Judgment,POS
알리;어야만,COMP,Medium,Argument,POS
알쏭달쏭;하,NEUT,Medium,Judgment,POS
알코올중독;으로,NEG,Medium,Judgment,NEG
앓기;도,POS,Medium,Argument,POS
암흑;의,POS,Medium,Argument,POS
압도;적,NEUT,Medium,Judgment,NEG
압박;을,NEG,Medium,Argument,POS
앗;아,NEG,High,Judgment,NEG
앗;아가,NEG,High,Judgment,NEG
았;고,POS,Low,Argument,POS
았;나,NEG,None,Judgment,NEG
았;네,NEG,Medium,Argument,POS
았;다,NEG,Low,Argument,POS
았;다가,NEG,Medium,Argument,POS
았;다는,NEG,High,Emotion,NEG
았던;과거,NEG,Low,Judgment,NEG
았던;디자이너,NEUT,Low,Argument,POS
았던;충격,NEG,High,Emotion,NEG
았던;가,NEG,High,Judgment,NEUT
았습니;다,POS,Medium,Argument,POS
았으;나,POS,Medium,Argument,POS
았으;니,NEG,Low,Argument,POS
았으련;만,NEG,Medium,Judgment,NEG
았으;면,NEG,Medium,Intention,NEG
았;지,NEG,Medium,Argument,POS
앙;상,NEG,Low,Judgment,NEG
앙;상하,NEG,Low,Judgment,NEG
앙;상하게,NEG,Low,Judgment,NEG
앞길;은,NEG,Medium,Judgment,NEG
앞;다투,POS,Medium,Intention,POS
앞;다투어,POS,Medium,Intention,POS
앞;에,NEG,Low,Argument,POS
앞;에서,NEG,Low,Argument,POS
앞;으로,POS,Medium,Argument,POS
애;먹이,NEG,Medium,Judgment,NEG
애;끊,COMP,High,Emotion,COMP
애니메이션;계,POS,Medium,Judgment,POS
애용;되,POS,Medium,Judgment,POS
애정;이,POS,Medium,Judgment,POS
애정;이배,POS,Medium,Judgment,POS
애;타게,POS,Medium,Emotion,POS
액수;만,NEG,Medium,Judgment,NEG
앳된;젊음,POS,Medium,Judgment,POS
약;을,NEG,Medium,Argument,POS
약간;의,COMP,Low,Emotion,COMP
약속;을,POS,Medium,Agreement,POS
약속;하,POS,Medium,Intention,POS
약한;모습,NEG,Medium,Argument,POS
약혼;까지,NEG,High,Emotion,NEG
약화;시키,POS,Medium,Judgment,POS
양;어깨,POS,High,Judgment,POS
양보;가,NEG,Medium,Judgment,NEG
양상;을,NEG,Low,Judgment,NEG
양심;의,NEG,Medium,Argument,POS
양탄자;는,POS,Medium,Argument,POS
얘기;꽃,POS,High,Emotion,POS
얘기;들,POS,Medium,Argument,POS
얘기;를,NEG,Medium,Argument,POS
어모;두,NEG,Medium,Argument,POS
어가;고,NEG,Medium,Argument,POS
어가;며,NONE,None,Others,POS
어균;이,POS,Medium,Argument,POS
어나;가,NEG,Medium,Argument,POS
어;나가는,NEG,Medium,Argument,POS
어;나오아,POS,Medium,Argument,POS
어내;는,NEUT,Medium,Judgment,NEUT
어놓;고,POS,Medium,Intention,POS
어놓아;야,NEUT,Medium,Argument,POS
어놓;을,POS,High,Judgment,POS
어담;을,NEG,High,Argument,POS
어댄다;고,NEG,Medium,Judgment,NEG
어;돌아오,NEG,Low,Judgment,NEG
어;돌아오지,NEG,Low,Judgment,NEG
어들;고,POS,Medium,Argument,POS
어마;음,COMP,Medium,Agreement,POS
어맞;아,POS,Medium,Argument,POS
어모;은,POS,Medium,Judgment,POS
어미;국,NEG,Medium,Argument,POS
어;반드시,NEG,Medium,Argument,POS
어버리;지,NEG,Medium,Judgment,NEG
어버리;고,POS,Medium,Argument,POS
어;버리었,COMP,Medium,Argument,POS
어보;면,NEUT,Medium,Argument,POS
어보;고,NEG,Medium,Argument,POS
어보;자고,POS,Medium,Argument,POS
어보;상,NEG,Low,Argument,POS
어보;이,POS,Medium,Judgment,POS
어살;지,NEG,Medium,Argument,POS
어;생활,NEG,Medium,Argument,POS
어숨;지,NEG,Low,Judgment,NEG
어업;고,POS,High,Judgment,POS
어;열매,POS,Medium,Argument,POS
어읽으;면,POS,Medium,Argument,POS
어;입술,NEG,Medium,Argument,POS
어있;는,NEG,Medium,Argument,POS
어주;며,POS,Medium,Judgment,POS
어주;지,NEG,Medium,Judgment,NEG
어;지,POS,Medium,Judgment,POS
어지;고,NEG,Medium,Argument,POS
어지;지,NONE,Medium,Judgment,NEG
어;지내는,NEG,Medium,Emotion,NEG
어하아;서,NEG,High,Argument,POS
어하;지,POS,Medium,Judgment,POS
어깨;에,POS,High,Judgment,POS
어느;것,NONE,None,Others,POS
어느;곳,COMP,Medium,Speculation,POS
어느;정도,POS,Low,Agreement,POS
어느;한,NEG,Low,Argument,POS
어느;한가지,NEG,Medium,Judgment,NEG
어다놓;고,NEG,Medium,Argument,POS
어도;세우,NEG,Medium,Judgment,NEG
어도;세우어,NEG,Medium,Judgment,NEG
어둠;속,POS,Medium,Argument,POS
어둠;은,POS,Medium,Judgment,POS
어디;로,NEG,Medium,Argument,POS
어디;에,COMP,Medium,Speculation,POS
어디;에도,NONE,None,Others,POS
어떤;남자,NEG,Medium,Argument,POS
어떤;불법,NEG,High,Judgment,NEG
어떤;악절,POS,High,Judgment,POS
어떤;어렵,POS,Medium,Intention,POS
어떤;얼굴,COMP,Medium,Speculation,POS
어떤;여자,NEG,Medium,Argument,POS
어떤;여자도,NEG,Medium,Argument,POS
어떻;게,POS,High,Judgment,POS
어떻;게이,POS,High,Judgment,POS
어떻;어,NEG,High,Emotion,NEG
어려움;을,POS,Medium,Judgment,POS
어려움;이,NEG,Medium,Judgment,NEG
어렵;게,NEG,Medium,Judgment,NEG
어렵;다고,NEG,Medium,Judgment,NEG
어렵;었,NEG,Medium,Argument,POS
어렵;지,POS,Low,Judgment,POS
어루만;지,POS,Medium,Judgment,POS
어리어;서,NEG,Medium,Argument,POS
어리광;을,NEG,Medium,Argument,POS
어린이;들,POS,Low,Judgment,POS
어머니;를,POS,High,Judgment,POS
어머니;젖,NEG,Low,Judgment,NEG
어서;고립무원,NEG,Medium,Judgment,NEG
어서;그동안,POS,Medium,Judgment,POS
어서;부터,NEG,Medium,Argument,POS
어야겠;다,NEUT,Low,Argument,POS
어야한;다,POS,Medium,Argument,POS
어야만한;다,COMP,Medium,Argument,POS
어야지;요,POS,Medium,Argument,POS
어요;지겹,NEG,Medium,Argument,POS
어우러;지,POS,Medium,Judgment,POS
어지럼증;을,NEG,Medium,Judgment,NEG
어쩌나;고민,NEG,Medium,Emotion,NEG
어쩔;수,NEG,Medium,Emotion,COMP
어처구니;없,NEG,High,Judgment,NEG
억원;이나,NEG,High,Judgment,NEG
억지;와,NEG,High,Judgment,NEG
언;로,NEUT,High,Judgment,NEUT
언로;가,NEG,High,Judgment,NEG
언론;개혁,POS,Medium,Judgment,POS
언제;여자,NEG,High,Emotion,NEG
언젠가;는,POS,Medium,Judgment,POS
얻어;내,POS,Low,Judgment,POS
얻어;오,NEG,Medium,Argument,POS
얻은;측면,POS,Medium,Judgment,POS
얼굴;뒤,POS,Medium,Judgment,POS
얼굴;로,COMP,Medium,Speculation,POS
얼굴;로서,COMP,Medium,Speculation,POS
얼굴;을,NEG,High,Judgment,NEG
얼마;받,NEG,Medium,Argument,POS
얼마;받겠,NEG,Medium,Argument,POS
얼마;이,NEUT,High,Judgment,NEUT
얼마;이든지,NEUT,High,Judgment,NEUT
얼마나;어렵,NEG,Medium,Argument,POS
얼마나;오랜,NEUT,High,Judgment,NEUT
얼마나;유효,POS,Medium,Judgment,POS
얼마나;종류,POS,Medium,Argument,POS
얼마나;좋,POS,Medium,Argument,POS
얼마나;지난,NEG,High,Judgment,NEG
얼씬;거리,NEG,Medium,Judgment,NEG
얼핏;보기,NEUT,Medium,Judgment,NEUT
얼핏;희망,POS,Medium,Judgment,POS
얼핏희망;을,POS,Medium,Judgment,POS
얽매;이,POS,Medium,Judgment,POS
엄마;가,NEG,Medium,Argument,POS
엄마;를,NEG,Medium,Argument,POS
엄마;보,COMP,High,Intention,POS
엄마;보고,COMP,High,Intention,POS
엄마;처럼,NEG,Medium,Argument,POS
엄밀;히,NONE,None,Others,POS
엄청난;성공,POS,High,Judgment,POS
엄청난;유동,POS,High,Judgment,POS
엄청난;재산,NEG,High,Judgment,NEG
업고;수미산,POS,High,Judgment,POS
업무;가,NEG,Medium,Judgment,NEG
없;나요,NEG,Medium,Argument,POS
없는;동물,NEUT,Medium,Argument,POS
없는;몸,NEG,High,Argument,POS
없는;인생,NEG,Medium,Argument,POS
없는;일,NONE,None,Judgment,POS
없는;힘,POS,High,Judgment,POS
없;습니다,NEG,Medium,Argument,POS
없어;서,NEG,Medium,Emotion,NEG
없어;야,NEG,Medium,Intention,POS
없었;다,NEG,Medium,Argument,POS
없었;습니다,NEG,Medium,Argument,POS
없으;나,POS,Medium,Argument,POS
없으;시,NEG,Medium,Argument,POS
없으;신,NEG,Medium,Argument,POS
없;을,NEUT,High,Judgment,POS
없;음,NEG,Medium,Judgment,NEG
없잖;아,NEG,Medium,Judgment,NEG
없지;는,NEG,Medium,Judgment,NEG
없지;않,NEG,Medium,Speculation,POS
없이;걷,NEG,Medium,Judgment,NEG
없이;걷는,NEG,Medium,Judgment,NEG
없이;눈치,NEG,Medium,Judgment,NEG
없이;대중,NEG,Medium,Judgment,NEG
없이;대중화,NEG,Medium,Judgment,NEG
없이;드러나,NEG,High,Judgment,NEG
없이;모자라,NEG,High,Judgment,NEG
없이;일,POS,Low,Argument,POS
없이;좌수,NEG,Medium,Argument,POS
없이;추락,NEG,High,Judgment,NEG
엇;나가,NEG,Low,Judgment,NEG
엇;나가는,NEG,Low,Judgment,NEG
었;고,POS,Medium,Argument,POS
었구;나,NEG,Medium,Argument,POS
었;네,NEG,Medium,Argument,POS
었는;지,NEUT,Medium,Argument,NEUT
었;다,NEG,Medium,Argument,POS
었다;고,NEG,Medium,Argument,POS
었;더라면,NEG,Medium,Judgment,NEG
었습니;다,POS,Medium,Argument,POS
었어;요,NEG,Medium,Argument,POS
었으;면,POS,Low,Argument,POS
었;을,NEUT,Medium,Judgment,POS
었;죠,POS,Medium,Argument,POS
었;지만,NEUT,Medium,Argument,POS
엉망;진창,NEG,High,Argument,POS
엉터리;이,NEG,High,Judgment,NEG
에가;았,NEG,Medium,Argument,POS
에가;깝,NEG,Low,Judgment,NEG
에;갑자기,NEUT,Medium,Argument,POS
에;개혁,NEG,Medium,Argument,POS
에;걸리,NEG,Medium,Judgment,NEG
에고;통,NEG,Medium,Judgment,NEG
에;과거,NEUT,Medium,Argument,POS
에;관한,POS,Medium,Judgment,POS
에그;것,NEUT,Medium,Argument,POS
에그;치,NEG,Medium,Judgment,NEG
에;깔리,POS,Medium,Argument,POS
에;깔리어,POS,Medium,Argument,POS
엔;다시,NEG,Medium,Argument,POS
엔;입술,POS,Medium,Argument,POS
에나비;가,NEUT,Medium,Argument,NEUT
에나;서,NEG,Low,Argument,POS
에나;서지,NEG,Low,Argument,POS
에;넣,NEG,Medium,Argument,POS
에;넣어,NEG,Medium,Argument,POS
에;눈,POS,Medium,Judgment,POS
에;눈오,POS,Medium,Judgment,POS
에;는가,NEG,Low,Judgment,NEG
에는;결혼,NEUT,Low,Argument,POS
에는;없,POS,Medium,Argument,POS
에는;호박,POS,Medium,Argument,POS
에;달리,NEG,Medium,Judgment,NEG
에;달린,NEG,Medium,Judgment,NEG
에;대하,POS,Medium,Judgment,POS
에;대한,NEUT,Medium,Judgment,POS
에도;강하,POS,Medium,Judgment,POS
에도;불구,NONE,None,Judgment,POS
에도;역행,NEG,Medium,Judgment,NEG
에;도움,POS,Medium,Judgment,POS
에;돌,NEG,Medium,Argument,POS
에;동참,POS,Medium,Agreement,POS
에;두르,POS,Low,Argument,POS
에;드러내,NEG,Medium,Judgment,NEG
에;들어가,NEG,Medium,Judgment,NEG
에;들어오,POS,Medium,Judgment,POS
에;따르,POS,Medium,Argument,POS
에;띄,POS,Medium,Judgment,POS
에;띄게,POS,High,Judgment,POS
에만;빠지,NEG,Medium,Argument,POS
에만;전념,POS,Medium,Judgment,POS
에;많이,NEUT,Low,Argument,POS
에;맞,POS,Medium,Judgment,POS
에;맞서,NEG,Medium,Argument,POS
에;맞서자,NEG,Medium,Argument,POS
에;머무르,NEG,High,Judgment,NEG
에;모이,NEUT,Low,Argument,POS
에;모인,NEUT,Low,Argument,POS
에;묻,POS,Medium,Judgment,POS
에밀;고,NEG,Medium,Judgment,NEG
에밀;고하,NEG,Medium,Judgment,NEG
에;발리,NEG,Low,Judgment,NEG
에;발린,NEG,Low,Judgment,NEG
에;백화점,POS,Medium,Argument,POS
에;변화,NEG,Low,Argument,POS
에;별도,POS,Medium,Argument,POS
에;본격,POS,Medium,Argument,POS
에;부합,POS,Medium,Judgment,POS
에;불과,NEG,High,Judgment,NEG
에;불과하,NEG,High,Judgment,NEG
에;비,NEG,High,Judgment,NEG
에;빛,POS,Medium,Argument,POS
에;빠지,NEG,Medium,Judgment,NEG
에;빠지어,NEG,Medium,Judgment,NEG
에;살,NEUT,Low,Argument,POS
에;살인,NEG,Medium,Argument,POS
에;살인죄,NEG,Medium,Argument,POS
에서;로,NEUT,Medium,Argument,POS
에손;색,POS,High,Judgment,POS
에;숨,POS,Medium,Judgment,POS
에;숨어,POS,Medium,Judgment,POS
에;스스로,POS,Medium,Judgment,POS
에;아무런,NEG,High,Judgment,NEG
에;앉,NEUT,Low,Argument,POS
에;앉아,NEUT,Low,Argument,POS
에;알,NEG,Medium,Judgment,NEG
에;어떤,COMP,Medium,Speculation,POS
에;어쩌,NEG,Medium,Argument,POS
에어;쩔,NEG,Medium,Argument,POS
에;엿보,POS,Low,Judgment,POS
에;오르,NEG,Medium,Judgment,NEG
에;올리,NEG,Medium,Judgment,NEG
에;우리,COMP,Medium,Speculation,POS
에;우린,COMP,Medium,Speculation,POS
에;위치,POS,Medium,Argument,POS
에의;여성,POS,Medium,Argument,POS
에의;하아,NEG,High,Judgment,NEG
에;이르,POS,Medium,Judgment,POS
에;있,NEG,Medium,Judgment,POS
에;있는,NEG,Low,Argument,POS
에;있다,POS,Medium,Judgment,POS
에;잡히,POS,Medium,Judgment,POS
에적격;이,POS,High,Judgment,POS
에;적응력,NEG,Medium,Judgment,NEG
에;정지선,NEG,Medium,Judgment,NEG
에;젖,NEG,Medium,Emotion,NEG
에;좀,POS,Medium,Judgment,POS
에;주위,NEG,Medium,Judgment,NEG
에;쥐,POS,Medium,Judgment,POS
에;쥘,POS,Medium,Judgment,POS
에;즐겁,POS,High,Judgment,POS
에지;나,NONE,None,Others,POS
에;지나지,NONE,None,Others,POS
에;참여,POS,Medium,Argument,POS
에;충분,POS,Medium,Judgment,POS
에;충분하,POS,Medium,Judgment,POS
에;큰,POS,Medium,Judgment,POS
에;통증,NEUT,Medium,Argument,POS
에;한,NEUT,High,Argument,POS
에;하나,POS,Medium,Argument,POS
에;한번,POS,Medium,Argument,POS
에;현악,POS,Medium,Argument,POS
에;흙탕물,NEG,High,Argument,POS
에게;간신히,NEG,Medium,Argument,POS
에겐;말,NEG,Medium,Judgment,NEG
에게나;는,NEG,Medium,Argument,POS
에게;들리,POS,Medium,Judgment,POS
에게;먹,POS,Low,Judgment,POS
에게;소개,POS,Medium,Argument,POS
에게;알리,COMP,Medium,Argument,POS
에게;의심,NEG,Medium,Judgment,NEG
에게;적극,POS,Medium,Judgment,POS
에게;현실,COMP,Medium,Argument,POS
에서가;아니,NEG,Low,Argument,POS
에서;가장,POS,High,Judgment,POS
에서;그,POS,High,Judgment,POS
에서;깨,NEUT,Medium,Argument,NEUT
에서;내려오,POS,High,Judgment,POS
에서;내려온,POS,High,Judgment,POS
에서는;가장,POS,Medium,Judgment,POS
에서는;어떤,NEG,Medium,Argument,POS
에서는;유일,POS,Medium,Judgment,POS
에서는;이미,POS,Medium,Argument,POS
에서도;소변,NEG,Medium,Argument,POS
에서도;통화,POS,Medium,Judgment,POS
에서;돕,NEG,Low,Argument,POS
에서;떠들,NEG,Medium,Judgment,NEG
에서;떠들어,NEG,Medium,Judgment,NEG
에서;마주치,NEG,Low,Argument,POS
에서;마주친,NEG,Low,Argument,POS
에서;미끼,NEG,Medium,Judgment,NEG
에서;바느질,NEUT,Low,Argument,POS
에서;방수,POS,Medium,Judgment,POS
에서;보,NEG,Medium,Argument,POS
에서;보면,NEG,Medium,Argument,POS
에서;비참,NEG,Medium,Judgment,NEG
에서;억울,POS,Medium,Intention,POS
에서;억울하,POS,Medium,Intention,POS
에서;영화,NEUT,Low,Argument,POS
에서와;같,NONE,None,Others,POS
에서;욕,NEG,High,Argument,POS
에서;유사,NEG,High,Argument,POS
에서;유사성,NEG,High,Argument,POS
에서;자라,NEG,Medium,Judgment,NEG
에서;작품,NEUT,Low,Argument,POS
에서;작품하나,NEUT,Low,Argument,POS
에서;잔뼈,POS,Medium,Judgment,POS
에서;재,COMP,Medium,Judgment,COMP
에서;편모,NEG,Medium,Argument,POS
에서;항상,POS,Medium,Argument,POS
에어로빅;비디오,POS,Low,Judgment,POS
여;연민,NEG,Medium,Argument,POS
여곳;을,NEUT,Medium,Judgment,POS
여;달러,POS,Medium,Judgment,POS
여;만,POS,High,Judgment,POS
여;만원,POS,High,Judgment,POS
여긴;곧,NEG,Medium,Argument,POS
여기;에,POS,Medium,Argument,POS
여기어;지,NEG,Low,Judgment,NEG
여러가지;문제,NEG,Medium,Judgment,NEG
여러;사람,POS,Medium,Judgment,POS
여론;이,POS,High,Argument,POS
여백;을,POS,Medium,Argument,POS
여부;도,NEG,Medium,Judgment,NEG
여성;계,POS,Medium,Argument,POS
여성;들,POS,Medium,Judgment,POS
여성;문제,NEG,Medium,Argument,POS
여성성;을,NEG,Medium,Judgment,NEG
여성;에,NEG,High,Judgment,NEG
여성;위원,POS,Medium,Argument,POS
여성;의,NEUT,Low,Argument,POS
여성;임금,POS,Low,Argument,POS
여성;질환,NEG,Low,Judgment,NEG
여성;채용,NEG,Medium,Argument,POS
여성;환자,NEG,Low,Argument,POS
여유;가,POS,Medium,Argument,POS
여자;는,NEG,Low,Argument,POS
여자;와,NEG,High,Emotion,NEG
여지;없이,NEG,High,Judgment,NEUT
여지;껏,NEG,Medium,Argument,POS
여;차하,NONE,None,Others,POS
역량;발휘,POS,Medium,Judgment,POS
역사;가,NEG,Medium,Judgment,NEG
역사상;처음,POS,Medium,Judgment,POS
역사연구;를,NEUT,Low,Argument,POS
역사;의,POS,Low,Argument,POS
역사;적,POS,Medium,Judgment,POS
역설;적,NEG,Medium,Judgment,NEG
역시;이색,POS,Medium,Judgment,POS
역시;한국,NEUT,Low,Argument,POS
역작;이,POS,High,Judgment,POS
역행;하,NEG,Medium,Judgment,NEG
연구;를,POS,Low,Judgment,POS
연구;하,POS,Medium,Argument,POS
연극;이,POS,Medium,Judgment,POS
연기;에,POS,Medium,Argument,POS
연기;연습,POS,Medium,Argument,POS
연;기하,POS,Medium,Argument,POS
연기;파,POS,Medium,Judgment,POS
연민;의,NEG,Medium,Argument,POS
연민;의정,NEG,Medium,Argument,POS
연발;하,POS,Medium,Emotion,POS
연속;이,NEG,Medium,Judgment,NEG
연습;을,POS,Medium,Argument,POS
연습;하,POS,Medium,Judgment,POS
열;을,POS,Medium,Intention,POS
열;두,NEG,Medium,Argument,POS
열고;자,NEG,Medium,Judgment,NEG
열어;야,POS,Medium,Argument,POS
열었;는데,POS,Medium,Argument,POS
열광;하,POS,High,Emotion,POS
열등;인간,NEG,Medium,Judgment,NEG
열린;다,POS,Medium,Argument,POS
열리어;있,POS,Low,Argument,POS
열망;적도,POS,Medium,Argument,POS
열매;맺,POS,Medium,Argument,POS
열쇠;처럼,POS,Medium,Judgment,POS
열심히;살,POS,Low,Judgment,POS
열;연하,POS,Medium,Judgment,POS
엿볼;수,NEG,Medium,Speculation,POS
영감;의,POS,Medium,Judgment,POS
영욕;을,COMP,Medium,Judgment,COMP
영원히;풀리,POS,Medium,Argument,POS
영향;도,POS,Medium,Judgment,POS
영향;도크,POS,Medium,Judgment,POS
영혼;들,NEG,Medium,Judgment,NEG
영혼;에,POS,Medium,Judgment,POS
영혼;의,POS,Medium,Judgment,POS
영혼;이,POS,Medium,Judgment,POS
영화;가,COMP,Medium,Argument,POS
영화;가나,COMP,Medium,Argument,POS
영화;를,POS,Medium,Judgment,POS
영화;에,POS,Low,Argument,POS
영화;와,POS,Medium,Argument,POS
영화;작업,NEG,Low,Argument,POS
영화;출연,NEG,Low,Argument,POS
예;를,NEG,Medium,Argument,POS
예;상하,NEUT,High,Emotion,NEUT
예수;나,NEUT,Medium,Argument,POS
예술;성,NEG,Medium,Argument,POS
예술;을,POS,Medium,Judgment,POS
예술;의,POS,Medium,Judgment,POS
예술;이,POS,Medium,Argument,POS
예술;이다,POS,Medium,Argument,POS
